YEARDAY,LON,LAT
130.4631944,-60.67562342,34.07720804
130.5090278,-60.68077326,34.05516028
130.5555556,-60.68564415,34.03431416
130.6013889,-60.68605185,34.01516318
130.6472222,-60.68641663,33.9967525
130.6868056,-60.68375587,33.98353457
130.6916667,-60.68336964,33.98152828
130.7375,-60.68038702,33.97216201
130.7833333,-60.67309141,33.96541357
130.8291667,-60.66334963,33.96391153
130.875,-60.64517498,33.96309614
130.9208333,-60.62097073,33.95848274
130.9673611,-60.59200287,33.95157337
131.0118056,-60.56112528,33.94795775
131.0576389,-60.52771568,33.94250751
131.1034722,-60.49376965,33.93406391
131.1493056,-60.46014547,33.92564178
131.1875,-60.43141365,33.91981602
131.1951389,-60.42566299,33.91878605
131.2409722,-60.39178133,33.90676975
131.2868056,-60.35777092,33.89232874
131.33125,-60.32708645,33.87636423
131.3777778,-60.29837608,33.85939121
131.4236111,-60.27339935,33.84469271
131.4694444,-60.24859428,33.83408189
131.5152778,-60.22087097,33.82935047
131.5611111,-60.19080877,33.82734418
131.6069444,-60.16059637,33.82445812
131.6527778,-60.1332593,33.82009149
131.6868056,-60.11044979,33.81540298
131.6972222,-60.10386229,33.8143301
131.7430556,-60.07654667,33.81269932
131.7895833,-60.05382299,33.80831122
131.8354167,-60.02813816,33.80165935
131.88125,-60.00264645,33.798666
131.9270833,-59.9776268,33.79801154
131.9715278,-59.95443106,33.80091906
132.0173611,-59.93488312,33.80436301
132.0631944,-59.91709471,33.812356
132.1090278,-59.90231037,33.82415771
132.1555556,-59.88666773,33.8430512
132.1875,-59.8762393,33.85723472
132.2013889,-59.87192631,33.86337161
132.2472222,-59.85304356,33.88405681
132.2916667,-59.82978344,33.90253186
132.3375,-59.80409861,33.91880751
132.3833333,-59.77712631,33.92745495
132.4291667,-59.75021839,33.93743277
132.475,-59.72358942,33.95063996
132.5208333,-59.69848394,33.96519899
132.5673611,-59.67668295,33.98044467
132.6131944,-59.6554184,33.99677396
132.6576389,-59.63280201,34.01462674
132.6868056,-59.61829662,34.02783394
132.7034722,-59.61132288,34.03478622
132.7493056,-59.59308386,34.04990315
132.7951389,-59.57623959,34.06401157
132.8409722,-59.55877304,34.08070564
132.8868056,-59.54523325,34.09924507
132.9333333,-59.53188658,34.12126064
132.9777778,-59.51577187,34.1420424
133.0236111,-59.49362755,34.15919781
133.0694444,-59.47023869,34.17343497
133.1152778,-59.44326639,34.18871284
133.1611111,-59.41206694,34.20697331
133.1875,-59.39088821,34.21691895
133.2069444,-59.37498808,34.22484756
133.2527778,-59.33580637,34.24367666
133.2972222,-59.29572344,34.2557466
133.3430556,-59.25853729,34.26318169
133.3895833,-59.22641516,34.27334189
133.4354167,-59.19530153,34.28373814
133.48125,-59.16586161,34.29395199
133.5270833,-59.13715124,34.30690169
133.5715278,-59.11191702,34.32032347
133.6173611,-59.08324957,34.3343997
133.6631944,-59.05400276,34.35193062
133.6868056,-59.03692245,34.36260581
133.7090278,-59.02151585,34.37259436
133.7555556,-58.98645401,34.39654112
133.8013889,-58.94928932,34.42386746
133.8472222,-58.90836954,34.45574284
133.8916667,-58.86622667,34.48783278
133.9375,-58.82313967,34.52322721
133.9833333,-58.78108263,34.56017733
134.0291667,-58.73786688,34.59763169
134.075,-58.69771957,34.63806868
134.1208333,-58.65553379,34.67790484
134.1673611,-58.61287594,34.71585274
134.1875,-58.58959436,34.72415686
134.2131944,-58.56212854,34.73236442
134.2590278,-58.50631714,34.74669814
134.3034722,-58.45880985,34.78109479
134.3493056,-58.42050791,34.79168415
134.3951389,-58.38971615,34.7668469
134.4409722,-58.37053299,34.75499153
134.4868056,-58.34729433,34.73891974
134.53125,-58.32319736,34.71577764
134.5791667,-58.30570936,34.70554233
134.6236111,-58.29302788,34.71218348
134.6694444,-58.28568935,34.72466111
134.6868056,-58.28307152,34.7310555
134.7152778,-58.27933788,34.74103332
134.7611111,-58.27702045,34.75679398
134.8069444,-58.28845739,34.78174925
134.8527778,-58.30270529,34.81027722
134.8972222,-58.29725504,34.81970787
134.9430556,-58.2974267,34.83169198
134.9895833,-58.30135345,34.8493731
135.0354167,-58.29843521,34.87343788
135.08125,-58.29283476,34.90409017
135.1270833,-58.27459574,34.93100882
135.1715278,-58.25639963,34.95569587
135.1875,-58.24893236,34.96294856
135.2173611,-58.23251724,34.97164965
135.2631944,-58.20434332,34.9638176
135.3090278,-58.18254232,34.94348645
135.3555556,-58.16260815,34.91746902
135.4013889,-58.14889669,34.88323331
135.4472222,-58.1479311,34.85436201
135.4916667,-58.15110683,34.83118773
135.5375,-58.15820932,34.80853915
135.5833333,-58.16865921,34.7854507
135.6291667,-58.18659782,34.76599932
135.675,-58.20661783,34.74751353
135.6888889,-58.21309805,34.74290013
135.7208333,-58.23107958,34.73410249
135.7673611,-58.25732231,34.72696781
135.8118056,-58.28313589,34.72586274
135.8576389,-58.31019402,34.72394228
135.9034722,-58.33993435,34.72910285
135.9493056,-58.36130619,34.7309804
135.9951389,-58.38087559,34.730165
136.0409722,-58.40497255,34.72313762
136.0868056,-58.43224525,34.71866369
136.1333333,-58.46700668,34.71958637
136.1777778,-58.49346399,34.72415686
136.1875,-58.49786282,34.72613096
136.2236111,-58.50801229,34.73372698
136.2694444,-58.51745367,34.73911285
136.3152778,-58.512218,34.74335074
136.3611111,-58.50342035,34.73231077
136.4069444,-58.5017252,34.70956564
136.4527778,-58.50826979,34.67979312
136.4972222,-58.50929976,34.65228438
136.5430556,-58.49219799,34.62216854
136.5895833,-58.47108364,34.5908618
136.6354167,-58.4393692,34.55461979
136.68125,-58.39716196,34.52233672
136.6868056,-58.38988781,34.51741219
136.7270833,-58.35025549,34.48579431
136.7729167,-58.30425024,34.45381165
136.8173611,-58.26099157,34.42548752
136.8631944,-58.21775436,34.39891219
136.9090278,-58.18646908,34.37716484
136.9555556,-58.15331697,34.36217666
137.0013889,-58.11902761,34.35164094
137.0472222,-58.08059692,34.33818698
137.0930556,-58.04289579,34.31731939
137.1375,-58.01154613,34.29494977
137.1833333,-57.98455238,34.27392125
137.1875,-57.9823637,34.27209735
137.2291667,-57.95725822,34.25375104
137.275,-57.93421268,34.23685312
137.3208333,-57.91054487,34.22350645
137.3673611,-57.88668394,34.20722008
137.4118056,-57.85936832,34.19591188
137.4576389,-57.82797575,34.19343352
137.5034722,-57.79336452,34.19336915
137.5493056,-57.7624011,34.1930151
137.5951389,-57.73167372,34.19593334
137.6409722,-57.70019531,34.20193076
137.6868056,-57.67000437,34.20494556
137.7333333,-57.63966322,34.20980573
137.7777778,-57.60698318,34.21745539
137.8236111,-57.57284403,34.22316313
137.8694444,-57.53986359,34.23208952
137.9152778,-57.50368595,34.24317241
137.9611111,-57.46993303,34.25454497
138.0069444,-57.43296146,34.26479101
138.0527778,-57.39064693,34.27783728
138.0972222,-57.34835386,34.2950356
138.1430556,-57.3002243,34.30513144
138.1875,-57.25569963,34.31491613
138.2354167,-57.20729113,34.32507634
138.28125,-57.1644187,34.33947444
138.3270833,-57.12085962,34.35718775
138.3729167,-57.07609892,34.3716073
138.4173611,-57.03414917,34.38580155
138.4631944,-56.99325085,34.40183043
138.5090278,-56.95027113,34.42085266
138.5555556,-56.90443754,34.44041133
138.6013889,-56.86135054,34.45756674
138.6472222,-56.82667494,34.45853233
138.6868056,-56.81137562,34.43657041
138.6930556,-56.809659,34.43398476
138.7375,-56.80347919,34.40544605
138.7833333,-56.8018055,34.37923551
138.8291667,-56.80268526,34.35263872
138.875,-56.8054533,34.32563424
138.9208333,-56.80998087,34.30014253
138.9673611,-56.8145299,34.28084135
139.0131944,-56.81957245,34.26342845
139.0576389,-56.8229413,34.24647689
139.1034722,-56.82749033,34.22765851
139.1493056,-56.84223175,34.20593262
139.1875,-56.85057878,34.19104099
139.1951389,-56.85180187,34.18834805
139.2409722,-56.85658693,34.169873
139.2868056,-56.8535614,34.14545417
139.3333333,-56.8478322,34.11515594
139.3777778,-56.84658766,34.08241153
139.4236111,-56.85175896,34.04982805
139.4694444,-56.86141491,34.01587129
139.5152778,-56.87967539,33.98015499
139.5611111,-56.90441608,33.94764662
139.6069444,-56.93125963,33.91642571
139.6527778,-56.96374655,33.88745785
139.6868056,-56.99265003,33.86624694
139.6972222,-57.0012331,33.86203051
139.7430556,-57.03762531,33.84778261
139.7895833,-57.07607746,33.84088397
139.8354167,-57.11746931,33.83612037
139.88125,-57.15238094,33.83558393
139.9270833,-57.18242168,33.83525133
139.9729167,-57.20872879,33.83942485
140.0173611,-57.227633,33.84950995
140.0631944,-57.24209547,33.85811448
140.1090278,-57.24692345,33.86823177
140.1555556,-57.25372553,33.88037682
140.1875,-57.2525239,33.88991475
140.2013889,-57.25293159,33.89445305
140.2472222,-57.25454092,33.90865803
140.2930556,-57.25275993,33.92166138
140.3375,-57.25908995,33.9329803
140.3833333,-57.26844549,33.94642353
140.4291667,-57.28179216,33.96250606
140.475,-57.28998899,33.98406029
140.5208333,-57.29498863,34.01400447
140.5673611,-57.30505228,34.05090094
140.6131944,-57.31477261,34.09495354
140.6576389,-57.31715441,34.14350152
140.6868056,-57.31807709,34.17888522
140.7034722,-57.31794834,34.19859409
140.7493056,-57.31455803,34.25346136
140.7951389,-57.30095387,34.30186987
140.8409722,-57.29001045,34.34564352
140.8868056,-57.27876663,34.38443899
140.9333333,-57.26855278,34.42005873
140.9777778,-57.25683689,34.45955157
141.0236111,-57.24492788,34.49939847
141.0694444,-57.23353386,34.54303265
141.1152778,-57.21870661,34.58922029
141.1611111,-57.20617533,34.63039756
141.1875,-57.19971657,34.65451598
141.2069444,-57.19521046,34.67162848
141.2527778,-57.18216419,34.71342802
141.2972222,-57.16175795,34.7526741
141.3430556,-57.13332653,34.78968859
141.3895833,-57.10283518,34.82594132
141.4354167,-57.05994129,34.85680819
141.48125,-57.01520205,34.88724589
141.5270833,-56.96932554,34.9117291
141.5756944,-56.92533731,34.91524816
141.61875,-56.88044786,34.93374467
141.6631944,-56.83660984,34.91829515
141.6868056,-56.81987286,34.90189075
141.7090278,-56.80804968,34.89024997
141.7555556,-56.78122759,34.86489773
141.8013889,-56.74577951,34.83035088
141.8472222,-56.71339989,34.791888
141.8930556,-56.6826725,34.76343513
141.9375,-56.6484046,34.72719312
141.9833333,-56.61563873,34.68663812
142.0291667,-56.59008265,34.64543939
142.075,-56.56770229,34.60173011
142.1208333,-56.54006481,34.55472708
142.1673611,-56.51414394,34.51100707
142.1875,-56.50425196,34.4897747
142.2131944,-56.49174213,34.46650386
142.2576389,-56.47339582,34.41795588
142.3034722,-56.45058632,34.36877489
142.3493056,-56.43794775,34.31259871
142.3951389,-56.43861294,34.2580533
142.4409722,-56.44245386,34.20226336
142.4868056,-56.43687487,34.15060401
142.5333333,-56.43170357,34.10221696
142.5777778,-56.44721746,34.06250954
142.6236111,-56.4542985,34.01085019
142.6694444,-56.45839691,33.96562815
142.6868056,-56.46292448,33.94685268
142.7152778,-56.47024155,33.91801357
142.7611111,-56.48738623,33.8734138
142.8069444,-56.50219202,33.83130312
142.8527778,-56.51641846,33.79041553
142.8972222,-56.53311253,33.74620199
142.9430556,-56.55781031,33.70782495
142.9895833,-56.57813072,33.66887927
143.0354167,-56.59285069,33.63829136
143.08125,-56.60357952,33.61607194
143.1270833,-56.61362171,33.59415293
143.1729167,-56.6219902,33.57403636
143.1875,-56.62205458,33.56909037
143.2173611,-56.62398577,33.55560422
143.2631944,-56.62763357,33.538481
143.3090278,-56.6246295,33.52055311
143.3555556,-56.61503792,33.50223899
143.4013889,-56.60615444,33.48735809
143.4472222,-56.59948111,33.47535253
143.4930556,-56.59235716,33.46483827
143.5375,-56.58918142,33.45799327
143.5833333,-56.59018993,33.45147014
143.6291667,-56.58999681,33.44692111
143.675,-56.58304453,33.45191002
143.6868056,-56.58029795,33.45612645
143.7208333,-56.57347441,33.46941948
143.7673611,-56.56881809,33.4944284
143.8131944,-56.56349659,33.52455497
143.8576389,-56.55392647,33.56062531
143.9034722,-56.53888464,33.59452844
143.9493056,-56.52583838,33.63570571
143.9951389,-56.51199818,33.67991924
144.0409722,-56.5059042,33.73781204
144.0868056,-56.49770737,33.79376292
144.1333333,-56.48275137,33.84903789
144.1777778,-56.46142244,33.9044416
144.1875,-56.45713091,33.91638279
144.2236111,-56.43764734,33.96150827
144.2694444,-56.40960217,34.0168047
144.3152778,-56.37685776,34.06679034
144.3611111,-56.33814812,34.10767794
144.4069444,-56.28770113,34.14040089
144.4527778,-56.24227524,34.18415308
144.4972222,-56.20605469,34.23413873
144.5430556,-56.16558552,34.27369595
144.5895833,-56.11492395,34.30309296
144.6354167,-56.05977774,34.31970119
144.68125,-56.00270033,34.32804823
144.6888889,-55.99411726,34.32944298
144.7270833,-55.9447217,34.33990359
144.7729167,-55.88998318,34.34269309
